asin,disponibilidad_mx,disponibilidad_usa,error_verificacion_mx,error_verificacion_usa,extracted_at,fecha_verificacion_mx,fecha_verificacion_usa,precio_actual_mx,precio_actual_usd,price,title,url_mx,url_usa,vendedor_actual_mx,vendedor_actual_usa
B08D377LTB,disponible,disponible,,,2025-11-17T01:30:06.582Z,2025-11-17T19:44:48.321Z,2025-11-17T20:29:24.772Z,294.03,13.99,$599.00,ROMAND Juicy Durable Tinte espumoso jugoso (#16 Corni SODA),https://www.amazon.com.mx/dp/B08D377LTB,https://www.amazon.com/dp/B08D377LTB,KIT PRICE - (con Facturación),Rom&nd Beauty
B09TG5RH3R,disponible,disponible,,,2025-11-17T01:30:06.582Z,2025-11-17T19:44:56.380Z,2025-11-17T20:29:34.486Z,719,24,$719.00,Heating Guard No-wash Leave In Hair Treatment 147ml/4.97fl.oz | Leave-in Conditioner For Dry Damaged Hair | Heat Protectant & Frizz Control,https://www.amazon.com.mx/dp/B09TG5RH3R,https://www.amazon.com/dp/B09TG5RH3R,Korea Official Mall,UNOVE_OFFICIAL
B077Q4JJBW,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:45:05.684Z,2025-11-17T20:29:42.043Z,600,16.99,$599.00,Holika Holika Good Cera Super Ceramide Cream 60ml 2.02 fl.oz.,https://www.amazon.com.mx/dp/B077Q4JJBW,https://www.amazon.com/dp/B077Q4JJBW,Alba's,Welbi Store
B07MPB27B1,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:45:13.700Z,2025-11-17T20:29:50.222Z,798,26.48,$799.00,Time Revolution First Treatment Essence Rx 5.07 FL.OZ - Esencia para primer tratamiento (150 ml),https://www.amazon.com.mx/dp/B07MPB27B1,https://www.amazon.com/dp/B07MPB27B1,K-ALL BEAUTY,MISSHA US
B0D8BJ17RL,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:45:21.074Z,2025-11-17T20:29:58.478Z,589,17,$589.00,BRMUD [Máscara Cardi B] Mascarilla Facial De Arcilla De Barro De Recuperación | K-Mud | Mascarilla Facial Coreana Hidratante E Hidratante De Poro Profundo 91.8% Ingredientes Derivad,https://www.amazon.com.mx/dp/B0D8BJ17RL,https://www.amazon.com/dp/B0D8BJ17RL,Korea Official Mall,Tangerine Stories
B07RGYL5J9,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:45:29.893Z,2025-11-17T20:30:07.276Z,520,19.99,$520.00,COSRX Hydrium Triple Hyaluronic Moisture Ampoule,https://www.amazon.com.mx/dp/B07RGYL5J9,https://www.amazon.com/dp/B07RGYL5J9,Korea Official Mall,COSRX
B0DHKMPPGK,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:45:36.958Z,2025-11-17T20:30:14.371Z,433.83,22.68,$766.00,"Mixsoon Parches de Hidrogel de Colágeno para Ojos, Colágeno Molecular 300Da, Fórmula Francesa, 84g",https://www.amazon.com.mx/dp/B0DHKMPPGK,https://www.amazon.com/dp/B0DHKMPPGK,KIT PRICE - (con Facturación),mixsoon
B09TG5YPXP,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:45:45.344Z,2025-11-17T20:30:22.886Z,630,21.95,$829.00,[DR.FORHAIR] UNOVE Esencia de aceite de seda,https://www.amazon.com.mx/dp/B09TG5YPXP,https://www.amazon.com/dp/B09TG5YPXP,Alba's,UNOVE_OFFICIAL
B0B3M8Y84Q,disponible,no disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:46:03.708Z,2025-11-17T20:30:42.999Z,809,,$810.00,Be Plain beplain mung bean pore clay mask 120ml 緑豆毛穴クレイパック120ml,https://www.amazon.com.mx/dp/B0B3M8Y84Q,https://www.amazon.com/dp/B0B3M8Y84Q,K-ALL BEAUTY,
B0CZXG68J4,disponible,disponible,,,2025-11-17T01:30:06.583Z,2025-11-17T19:46:13.584Z,2025-11-17T20:30:52.032Z,499,17.9,$499.00,"CNP- Manteca de labios con miel (0,5 fl.oz / 15 ml) - Propolis Lipcerin™ Original, manteca de labios hidratante nocturna con manuka",https://www.amazon.com.mx/dp/B0CZXG68J4,https://www.amazon.com/dp/B0CZXG68J4,Korea Official Mall,LG Luxury Official
B08591H3MV,disponible,disponible,,,2025-11-17T01:30:06.584Z,2025-11-17T19:46:21.607Z,2025-11-17T20:31:00.941Z,529,16.8,$529.00,SOME BY MI Tonico - some by mi yuja niacin 30 days miracle brightening,https://www.amazon.com.mx/dp/B08591H3MV,https://www.amazon.com/dp/B08591H3MV,Intenza y Enzo,SOME BY MI_Official
B07KCFRSJD,disponible,disponible,,,2025-11-17T01:30:06.584Z,2025-11-17T19:46:29.676Z,2025-11-17T20:31:08.068Z,480,16,$679.00,Dr. Forhair Folligen Tonic,https://www.amazon.com.mx/dp/B07KCFRSJD,https://www.amazon.com/dp/B07KCFRSJD,Skin Love MX,DR.FORHAIR OFFICIAL
B08PC1BXLB,disponible,no disponible,,,2025-11-17T01:30:16.419Z,2025-11-17T19:46:37.617Z,2025-11-17T20:31:16.631Z,389.29,,$738.00,MIXSOON TOner Galactomyces 300ml,https://www.amazon.com.mx/dp/B08PC1BXLB,https://www.amazon.com/dp/B08PC1BXLB,RM FLEX DISTRIBUIDOR,
B0D16XMC2Z,disponible,disponible,,,2025-11-17T01:30:16.419Z,2025-11-17T19:46:45.856Z,2025-11-17T20:31:24.997Z,569.45,24.99,$930.00,"DASHU Perfect Downtech Original 3 minutos sin calor en casa Solución permanente para el cabello | Durable Lateral y Espalda Herramientas de peinado coreanas para hombre (Paquete de 1), Negro",https://www.amazon.com.mx/dp/B0D16XMC2Z,https://www.amazon.com/dp/B0D16XMC2Z,DASHUGLOBAL,DASHUGLOBAL
B0B87WJ843,disponible,no listado,,,2025-11-17T01:30:16.419Z,2025-11-17T19:46:54.141Z,2025-11-17T20:31:32.442Z,485,,$589.00,SKIN1004 Madagascar Centella Air-Fit Suncream Light 50ml,https://www.amazon.com.mx/dp/B0B87WJ843,https://www.amazon.com/dp/B0B87WJ843,Skin Love MX,
B0851XTP55,disponible,disponible,,,2025-11-17T01:30:16.419Z,2025-11-17T19:47:02.201Z,2025-11-17T20:31:38.744Z,327.91,16,$649.30,"Cryo Rubber with Soothing Allantoin by Dr. Jart+ for Unisex - 2 Pc 0.14oz Allantoin, 1.41oz Rubber Mask",https://www.amazon.com.mx/dp/B0851XTP55,https://www.amazon.com/dp/B0851XTP55,Marca: Dr.Jart+,
B072WC75B8,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:10.424Z,2025-11-17T20:31:46.561Z,658,21.05,$658.00,Ryo Anti-Hair Loss Shampoo for Normal & Dry Scalp,https://www.amazon.com.mx/dp/B072WC75B8,https://www.amazon.com/dp/B072WC75B8,Korea Official Mall,AMOREPACIFIC Official
B0CV7RX6ML,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:19.577Z,2025-11-17T20:31:55.073Z,770,18.9,$869.00,Medicube- Almohadillas exfoliantes faciales con ácido succínico rojo y pantenol: almohadillas tónicas exfoliantes para pieles propensas a los brotes,https://www.amazon.com.mx/dp/B0CV7RX6ML,https://www.amazon.com/dp/B0CV7RX6ML,HealtharaMx,Medicube & Aprilskin
B07CNTTZ46,disponible,no listado,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:26.682Z,2025-11-17T20:32:03.795Z,498,,$498.00,Medipeel Crema X Melanon 30ml,https://www.amazon.com.mx/dp/B07CNTTZ46,https://www.amazon.com/dp/B07CNTTZ46,Korea Official Mall,
B07BH3ZW3G,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:35.542Z,2025-11-17T20:32:09.858Z,199,12.99,$691.00,heimish Dailism Smudge Stop Mascara,https://www.amazon.com.mx/dp/B07BH3ZW3G,https://www.amazon.com/dp/B07BH3ZW3G,Derme Skin Solutions,Cellto USA
B07SJM8R71,disponible,no listado,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:43.372Z,2025-11-17T20:32:17.672Z,450,,$739.00,[1+1] Dr.G green mild up Sun (50ml) SPF50+ PA++++ DR G DRG,https://www.amazon.com.mx/dp/B07SJM8R71,https://www.amazon.com/dp/B07SJM8R71,ESTARKOR,
B094VL2TNH,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:50.382Z,2025-11-17T20:32:23.726Z,626,38,$626.00,"NEOGEN. Real Bakuchiol Firming Serum, suero reafirmante con bakuchiol. 30 ml",https://www.amazon.com.mx/dp/B094VL2TNH,https://www.amazon.com/dp/B094VL2TNH,Korea Official Mall,NEOGEN DERMALOGY
B0BHVD4PC5,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:47:59.859Z,2025-11-17T20:32:32.054Z,879.06,23.99,$879.00,"MEDIHEAL Watermide Toner Pad - Square Cotton Facial Toner Pads with Icelandic Glacial Water - Improve Skin Temperature, Hydrating Toner Pads to Dry, Puffy, Coarse Skin - Vegan Eco Silk Wipes, 100 Pads",https://www.amazon.com.mx/dp/B0BHVD4PC5,https://www.amazon.com/dp/B0BHVD4PC5,Rendomin,Mediheal Cos
B094VF71QC,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:48:07.863Z,2025-11-17T20:32:39.858Z,918,31.92,$919.00,"Real Barrier- CREMA HIDRATANTE SUAVE PARA EL ROSTRO: Restaure rápidamente la barrera cutánea con Extreme Cream, una crema reparadora ultrahidratante para un alivio duradero. La versión liviana se abso",https://www.amazon.com.mx/dp/B094VF71QC,https://www.amazon.com/dp/B094VF71QC,K-ALL BEAUTY,NEOPHARM Official
B07GZL1KT6,disponible,disponible,,,2025-11-17T01:30:16.420Z,2025-11-17T19:48:16.457Z,2025-11-17T20:32:47.685Z,949,31.98,$950.00,DONGKOOK CENTELLIAN 24 Micro Serum 50ml/1.69fl oz with TECA Tech. K-beauty#,https://www.amazon.com.mx/dp/B07GZL1KT6,https://www.amazon.com/dp/B07GZL1KT6,K-ALL BEAUTY,Hana Story
B0CNJHS48S,disponible,no disponible,,,2025-11-17T01:30:16.421Z,2025-11-17T19:48:24.484Z,2025-11-17T20:32:56.590Z,499,,$569.00,UNLEASHIA] Cojín de vidrio rosa Don't Touch (fundido 25N),https://www.amazon.com.mx/dp/B0CNJHS48S,https://www.amazon.com/dp/B0CNJHS48S,BOXSTAR,
B08KQFTDH9,disponible,disponible,,,2025-11-17T01:30:16.421Z,2025-11-17T19:48:32.899Z,2025-11-17T20:33:03.809Z,399,17.99,$399.00,d'alba Piedmont Hasbro dAlba Suero Vital Calmante Vegano 100ml,https://www.amazon.com.mx/dp/B08KQFTDH9,https://www.amazon.com/dp/B08KQFTDH9,Korea Official Mall,d'Alba official
B0D2GVM3JX,disponible,disponible,,,2025-11-17T01:30:16.421Z,2025-11-17T19:48:40.126Z,2025-11-17T20:33:11.661Z,745.63,39,$709.00,Vital Hydra Solution Water Cream by Dr. Jart+ for Unisex - 1.7 oz Cream,https://www.amazon.com.mx/dp/B0D2GVM3JX,https://www.amazon.com/dp/B0D2GVM3JX,Marca: Dr.Jart+,
B07NMFBQG5,disponible,disponible,,,2025-11-17T01:30:30.165Z,2025-11-17T19:48:59.239Z,2025-11-17T20:33:30.315Z,433.94,14.99,$522.00,IUNIK Crema hidratante diaria iUNIK Beta Glucan de 60 ml con MAKEP: REM Safe me. Espuma de limpieza para alivio | Cuidado de la piel coreano,https://www.amazon.com.mx/dp/B07NMFBQG5,https://www.amazon.com/dp/B07NMFBQG5,MARIANA¨S SHOP,CrediThink
B007LGH1NA,disponible,disponible,,,2025-11-17T01:30:30.165Z,2025-11-17T19:49:08.355Z,2025-11-17T20:33:40.116Z,469,14,$469.00,Rice & Ceramide Moisture Emulsion-the Face Shop for All Skin Types,https://www.amazon.com.mx/dp/B007LGH1NA,https://www.amazon.com/dp/B007LGH1NA,K-ALL BEAUTY,The Face Shop: Clean Beauty
B0DJ1D917P,disponible,disponible,,,2025-11-17T01:30:30.165Z,2025-11-17T19:49:16.817Z,2025-11-17T20:33:48.554Z,691,19.9,$692.00,"Mediheal Mascarilla en lámina esencial Madecassoside para reparar imperfecciones, 10 unidades. Contiene madecassoside y ácido hialurónico con un 98% de pureza. Mejora la barrera de humedad y cuida",https://www.amazon.com.mx/dp/B0DJ1D917P,https://www.amazon.com/dp/B0DJ1D917P,K-ALL BEAUTY,Mediheal Cos
B09W9GT5NV,disponible,disponible,,,2025-11-17T01:30:30.165Z,2025-11-17T19:49:25.656Z,2025-11-17T20:33:57.275Z,499,15.99,$599.00,heimish Matcha Biome Hydrogel Eye Patch,https://www.amazon.com.mx/dp/B09W9GT5NV,https://www.amazon.com/dp/B09W9GT5NV,KIT PRICE - (con Facturación),Cellto USA
B0CYY1ZRLL,disponible,no listado,,,2025-11-17T01:30:30.166Z,2025-11-17T19:49:34.157Z,2025-11-17T20:34:06.540Z,697.7,,$699.00,"PURITO SEOUL Wonder Releaf Centella Daily Sun Lotion, SPF50+ PA++++, Korean Centella, Non White Cast, Soothing, Facial Sun Lotion, K-Beauty",https://www.amazon.com.mx/dp/B0CYY1ZRLL,https://www.amazon.com/dp/B0CYY1ZRLL,Skin Love MX,
B085JNJG9V,disponible,no listado,,,2025-11-17T01:30:30.166Z,2025-11-17T19:49:43.124Z,2025-11-17T20:34:13.270Z,1069,,"$1,070.00","Belif the True Cream Aqua Bomb | Moisturizer for Combination to Oily Skin | Face Cream, Hydration, Clean Beauty",https://www.amazon.com.mx/dp/B085JNJG9V,https://www.amazon.com/dp/B085JNJG9V,K-ALL BEAUTY,
B0C5MD1MNQ,disponible,no listado,,,2025-11-17T01:30:30.166Z,2025-11-17T19:49:51.877Z,2025-11-17T20:34:19.582Z,1518,,"$1,550.00",gadi place Atomy Evening Care 4 Juegos/Limpiador Profundo/Limpiador En Espumea/Gel Peel/Mascara Peel-Off,https://www.amazon.com.mx/dp/B0C5MD1MNQ,https://www.amazon.com/dp/B0C5MD1MNQ,Variedad Express Online,
B0CLNY2C5M,disponible,disponible,,,2025-11-17T01:30:30.166Z,2025-11-17T19:49:59.530Z,2025-11-17T20:34:25.184Z,500,28,$685.00,"Torriden CELLMAZING Low Molecular Collagen Firming Cream, 2.02 fl.oz | 5D Collagen Complex | Minimize Pores & Wrinkles | Intense Hydration, Non-Greasy, Firming Finish | Cruelty Free",https://www.amazon.com.mx/dp/B0CLNY2C5M,https://www.amazon.com/dp/B0CLNY2C5M,Skin Love MX,TORRIDEN
B07SSRPD2K,disponible,disponible,,,2025-11-17T01:30:30.166Z,2025-11-17T19:50:08.332Z,2025-11-17T20:34:32.258Z,390,29.99,$589.00,SKIN1004 Madagascar Centella Toning Toner 400ml,https://www.amazon.com.mx/dp/B07SSRPD2K,https://www.amazon.com/dp/B07SSRPD2K,ALIPA COMERCIALIZADORA/ FACTURAMOS TU COMPRA,KOSBeauty
B09TG5ZD42,disponible,disponible,,,2025-11-17T01:30:30.166Z,2025-11-17T19:50:16.452Z,2025-11-17T20:34:40.670Z,719,23.6,$719.00,UNOVE Deep Damage Hair Treatment Mask Ex 207 ml/7fl.oz | Premium Nourishing Hair Mask | Conditioner for Dry Frizzy Damaged Hair with Keratin-PF | Strengthening & Hydrating,https://www.amazon.com.mx/dp/B09TG5ZD42,https://www.amazon.com/dp/B09TG5ZD42,Korea Official Mall,UNOVE_OFFICIAL
B0DNM88ZTL,disponible,disponible,,,2025-11-17T01:30:30.166Z,2025-11-17T19:50:25.018Z,2025-11-17T20:34:48.885Z,893.71,24.9,$899.00,CNP Ampolla Deep-In Shot - Pdrn + Suero Tonificante Rosa Microespículas Ácido Hialurónico Para Piel De Cristal Cuidado De La Piel Coreano 118 Fl Oz,https://www.amazon.com.mx/dp/B0DNM88ZTL,https://www.amazon.com/dp/B0DNM88ZTL,XIJIANG,LG Luxury Official
B07RT4JZQG,disponible,disponible,,,2025-11-17T01:30:30.166Z,2025-11-17T19:50:33.185Z,2025-11-17T20:34:56.553Z,506,19.7,$659.00,Somebymi Snail Truecica Miracle Repair Serum,https://www.amazon.com.mx/dp/B07RT4JZQG,https://www.amazon.com/dp/B07RT4JZQG,ALIPA COMERCIALIZADORA/ FACTURAMOS TU COMPRA,SOME BY MI_Official
B0B342Z92T,disponible,disponible,,,2025-11-17T01:30:30.166Z,2025-11-17T19:50:41.090Z,2025-11-17T20:35:04.730Z,698,28,$699.00,"yeeyzzGenabelle PDRN Rejuvenating Cream - Non-Greasy Lightweight Moisturizer with PDRN, CICA, Hyaluronic Acid, Helps Nourish, Hydrate, & Soothe Skin, 2.36 fl.oz",https://www.amazon.com.mx/dp/B0B342Z92T,https://www.amazon.com/dp/B0B342Z92T,K-ALL BEAUTY,Genabelle Official
B07SYFLG5S,disponible,no listado,,,2025-11-17T01:30:30.166Z,2025-11-17T19:50:49.868Z,2025-11-17T20:35:12.819Z,392,,$392.00,"CLIO Sharp So Simple - Lápiz delineador impermeable, 005 café OSCURO",https://www.amazon.com.mx/dp/B07SYFLG5S,https://www.amazon.com/dp/B07SYFLG5S,Korea Official Mall,
B076VX66DL,disponible,disponible,,,2025-11-17T01:30:30.167Z,2025-11-17T19:50:57.630Z,2025-11-17T20:35:18.399Z,728,22.7,$729.00,K-Beauty Cosnori Whitening Dress Cream 50ml,https://www.amazon.com.mx/dp/B076VX66DL,https://www.amazon.com/dp/B076VX66DL,K-ALL BEAUTY,COSNORI OFFICIAL
B01NBJ9LTS,disponible,disponible,,,2025-11-17T01:30:30.167Z,2025-11-17T19:51:05.464Z,2025-11-17T20:35:26.445Z,680,24.86,$680.00,"Wellness Shampoo Aromatica Rosemary Scalp Scaling, 400 ml",https://www.amazon.com.mx/dp/B01NBJ9LTS,https://www.amazon.com/dp/B01NBJ9LTS,HealtharaMx,AROMATICA CO.
B07P83M6VQ,disponible,disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:51:14.166Z,2025-11-17T20:35:35.600Z,499,19,$499.00,MEDI-PEEL Peptide9 Hyaluroni Volume Crema para ojos,https://www.amazon.com.mx/dp/B07P83M6VQ,https://www.amazon.com/dp/B07P83M6VQ,Korea Official Mall,Iron Swan
B0D4VX2BLM,disponible,no disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:51:21.842Z,2025-11-17T20:35:42.818Z,512.1,,$859.00,Crema para Ojos Lifting con Aguja 15 ml Vt Cosmetics,https://www.amazon.com.mx/dp/B0D4VX2BLM,https://www.amazon.com/dp/B0D4VX2BLM,Marca: VT COSMETICS,
B07PT37RW1,disponible,disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:51:29.608Z,2025-11-17T20:35:50.851Z,704,24,$704.00,"Hanskin Aceite limpiador de poros, limpiador suave de puntos negros y removedor de maquillaje para piel mixta y grasa [BHA/10.3 onzas]",https://www.amazon.com.mx/dp/B07PT37RW1,https://www.amazon.com/dp/B07PT37RW1,Korea Official Mall,Celltrion Skincure
B083G4SWS4,disponible,disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:51:37.844Z,2025-11-17T20:35:58.514Z,779,25.9,$780.00,"Medi-Peel Peptide 9 Esencia de volumen, 100 ml | Tratamiento de colágeno para flacidez de la piel con fórmula hidratante concentrada",https://www.amazon.com.mx/dp/B083G4SWS4,https://www.amazon.com/dp/B083G4SWS4,K-ALL BEAUTY,Ochloo
B0CST174J1,disponible,disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:51:55.978Z,2025-11-17T20:36:18.553Z,453,18,$719.00,PURITO serum facial con centella asiatica 60 ml - suero hidratante calmante sin fragancia - serum coreano k beauty para piel sensible,https://www.amazon.com.mx/dp/B0CST174J1,https://www.amazon.com/dp/B0CST174J1,ALIPA COMERCIALIZADORA/ FACTURAMOS TU COMPRA,PURITO KOREA
B0D54T6H4K,disponible,disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:52:05.411Z,2025-11-17T20:36:27.095Z,604.83,13.99,$599.00,"House of Hur Blusher en ampolla humectante, fórmula a base de agua que se puede aplicar en capas, enriquecido con más del 50% de esencia humectante, sin sensación pegajosa, humectación duradera, s",https://www.amazon.com.mx/dp/B0D54T6H4K,https://www.amazon.com/dp/B0D54T6H4K,SRKSB LLC,America's Outletz
B085VS2J3T,disponible,disponible,,,2025-11-17T01:30:46.913Z,2025-11-17T19:52:13.753Z,2025-11-17T20:36:35.003Z,367.7,18.3,$690.00,Medicube [medicube] Tóner Triple Colágeno 140ml,https://www.amazon.com.mx/dp/B085VS2J3T,https://www.amazon.com/dp/B085VS2J3T,Skin Love MX,Medicube & Aprilskin
B0C1MZ3RPH,disponible,disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:52:22.394Z,2025-11-17T20:36:44.072Z,699,29,$939.00,"Dr.Althea Vitamin C Boosting Serum, 30mL, Ilumina, Unifica y Reduce Manchas | Vitamina C + Ácido Hialurónico | Skincare Coreano",https://www.amazon.com.mx/dp/B0C1MZ3RPH,https://www.amazon.com/dp/B0C1MZ3RPH,Wellx,"Shop, Buy & Ship"
B07NNZSG2K,disponible,disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:52:29.517Z,2025-11-17T20:36:52.048Z,305,19.03,$690.00,"iUNIK Caléndula Aceite de limpieza completo 6.7 onzas líquidas con una mini crema de humedad | removedor de maquillaje, lavado facial, limpiador facial",https://www.amazon.com.mx/dp/B07NNZSG2K,https://www.amazon.com/dp/B07NNZSG2K,ALIPA COMERCIALIZADORA/ FACTURAMOS TU COMPRA,CrediThink
B083X5R6VR,disponible,disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:52:38.445Z,2025-11-17T20:36:59.454Z,401.27,17.79,$769.00,VT Cosmetics Mascarilla Relajante Diaria Con Cica 30 Láminas - Mascarilla Facial Calmante e Hidratante con Extracto de Centella Asiática,https://www.amazon.com.mx/dp/B083X5R6VR,https://www.amazon.com/dp/B083X5R6VR,ALIPA COMERCIALIZADORA/ FACTURAMOS TU COMPRA,VT Cosmetics US
B0B45BTZS9,disponible,disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:52:47.245Z,2025-11-17T20:37:08.510Z,739,26.8,$739.00,[DR.FORHAIR] UNOVE Esencia rizadora de volumen | Esencia rica de humedad para rizos voluminosos y sedosos,https://www.amazon.com.mx/dp/B0B45BTZS9,https://www.amazon.com/dp/B0B45BTZS9,Korea Official Mall,YouthFormula
B0BHV8XGG5,disponible,no disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:52:55.047Z,2025-11-17T20:37:16.230Z,894.28,,$909.00,Mediheal- Almohadillas tónicas faciales MEDIHEAL Teatree Trouble con árbol de té y lactobacilos: almohadillas de algodón calmantes para,https://www.amazon.com.mx/dp/B0BHV8XGG5,https://www.amazon.com/dp/B0BHV8XGG5,RAIF SEN STORE,
B0C73C2K95,disponible,no disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:53:02.819Z,2025-11-17T20:37:25.919Z,559,,$559.00,"ETUDE- Crema intensiva de barrera 2x de SoonJung, 60 ml (23AD) | Crema facial hidratante hipoalergénica con manteca de karité",https://www.amazon.com.mx/dp/B0C73C2K95,https://www.amazon.com/dp/B0C73C2K95,Korea Official Mall,
B0DQ4K1L2Y,disponible,no listado,,,2025-11-17T01:30:46.914Z,2025-11-17T19:53:11.313Z,2025-11-17T20:37:32.886Z,708,,$708.00,mixsoon Esencia De Fermento De Galactomyces Esencia Refinadora Facial De Arroz Y Koji Para Piel Sensible Cuidado De La Piel Coreano 30 Ml,https://www.amazon.com.mx/dp/B0DQ4K1L2Y,https://www.amazon.com/dp/B0DQ4K1L2Y,Korea Official Mall,
B002C5IUWQ,disponible,no disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:53:20.564Z,2025-11-17T20:37:38.084Z,499,,$499.00,MISSHA M BB Boomer (BB Cream),https://www.amazon.com.mx/dp/B002C5IUWQ,https://www.amazon.com/dp/B002C5IUWQ,Korea Official Mall,
B08V183XVN,disponible,no disponible,,,2025-11-17T01:30:46.914Z,2025-11-17T19:53:28.956Z,2025-11-17T20:37:45.439Z,365.01,,$599.00,"celimax- Limpiador en gel suave de doble barrera | con ceramidas, limpieza facial, hidratante, humectante, calmante,",https://www.amazon.com.mx/dp/B08V183XVN,https://www.amazon.com/dp/B08V183XVN,KIT PRICE - (con Facturación),
B0D376VNP1,disponible,disponible,,,2025-11-17T01:31:00.261Z,2025-11-17T19:53:37.270Z,2025-11-17T20:37:53.811Z,599,14.92,$599.00,"House of Hur Colorete En Ampolla Húmeda, Fórmula A Base de Agua para Construir, Infundida Con Más Del 50% de Esencia de Humedad, Sin Pegajosidad, Humedad de Larga Duración, Sensación Sin Peso(06 Flor",https://www.amazon.com.mx/dp/B0D376VNP1,https://www.amazon.com/dp/B0D376VNP1,Korea Official Mall,Iron Swan
B08GQS3P56,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:53:45.014Z,2025-11-17T20:38:01.422Z,546,15.8,$546.00,ma:nyo PANGP MANYO Factory Espuma limpiadora pura y profunda de 8 onzas líquidas,https://www.amazon.com.mx/dp/B08GQS3P56,https://www.amazon.com/dp/B08GQS3P56,Comercializadora Aregui,MA:NYO
B0C4KNLMSQ,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:53:52.153Z,2025-11-17T20:38:10.990Z,589,29.95,$589.00,"Crema reafirmante de colágeno y retinol para el cuello y la mandíbula, reafirmante, lifting y reducción de arrugas con rodillo de acero inoxidable. Cuidado de la piel coreano, 1,69 fl oz.",https://www.amazon.com.mx/dp/B0C4KNLMSQ,https://www.amazon.com/dp/B0C4KNLMSQ,Korea Official Mall,CKD guaranteed
B08J6JDDX4,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:54:00.044Z,2025-11-17T20:38:20.576Z,518,24.26,$649.00,Needly | almohadillas para orejas exfoliantes faciales con BHA y PHA | Almohadilla de tóner diario | para apretar los poros,https://www.amazon.com.mx/dp/B08J6JDDX4,https://www.amazon.com/dp/B08J6JDDX4,ALIPA COMERCIALIZADORA/ FACTURAMOS TU COMPRA,BasicT
B00OZ9WOD8,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:54:09.425Z,2025-11-17T20:38:27.975Z,329,12.9,$518.00,COSRX Aha 7 whitehead power liquid,https://www.amazon.com.mx/dp/B00OZ9WOD8,https://www.amazon.com/dp/B00OZ9WOD8,BOXSTAR,
B0CPY947XM,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:54:18.749Z,2025-11-17T20:38:37.406Z,449.1,19.9,$850.00,VT Cosmetics Mascarilla Hidratante RETI A 30 Unidades – Mascarilla Facial Calmante y Antiedad con Complejo Cicahyalon™ y Retinol para Piel Sensible,https://www.amazon.com.mx/dp/B0CPY947XM,https://www.amazon.com/dp/B0CPY947XM,Marca: VT COSMETICS,VT Cosmetics US
B0DC6FFB2M,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:54:25.934Z,2025-11-17T20:38:45.485Z,705,21,$705.00,Suero de astaxantina marina activa 30 ml | Tono de piel uniforme | Hidratación y revitalización,https://www.amazon.com.mx/dp/B0DC6FFB2M,https://www.amazon.com/dp/B0DC6FFB2M,K-ALL BEAUTY,SUNGBOON EDITOR
B0B1PG337B,disponible,disponible,,,2025-11-17T01:31:00.262Z,2025-11-17T19:54:33.846Z,2025-11-17T20:38:52.702Z,659,17.95,$659.00,"S.Nature Tónico Aqua Oasis 300Ml | Calmante, Hidratante, Refrescante, Purificante, Calmante, Exfoliante Suave | 10.14 Fl Oz",https://www.amazon.com.mx/dp/B0B1PG337B,https://www.amazon.com/dp/B0B1PG337B,Korea Official Mall,S.NATURE_official
